CID,pose_index,docking_score,rmsd_to_best_selected,MWT,TPSA,logP,HBD,HBA,SMILES
5329552,9,-8.365,1.499438412553356,402.29599999999976,75.72,4.818100000000003,2,5,[H]c1c([H])c(Br)c([H])c(N([H])c2nc(OC([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c(n2)nc([H])n3[H])c1[H]
Z1272453975,10,-8.365,1.0746640750855003,348.36599999999976,101.75000000000001,3.5409000000000015,2,7,[H]c1nc(N([H])c2c([H])c([H])c(OC([H])([H])c3noc(C4([H])C([H])([H])C4([H])[H])n3)c([H])c2[H])c2c([H])c([H])n([H])c2n1
Z1526896036,9,-8.365,1.1344727951963582,325.4159999999996,84.14,2.5387400000000007,2,5,[H]c1c(C([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])C3([H])[H])c2[H])nc1C([H])([H])[H]
Z321303522,4,-8.359,1.1817574868786143,336.3909999999996,63.35,3.9780000000000024,2,3,[H]c1c([H])c(OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c1[H]
Z1013695804,6,-8.347,1.0120116333264453,324.3629999999997,66.83000000000001,3.2928000000000015,1,6,[H]c1nc2nc(N([H])c3c([H])c([H])c(F)c([H])c3[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2nc1[H]
Z1887562379,1,-8.346,0.0,310.38499999999965,76.72,0.6954999999999993,2,5,[H]c1c([H])c([H])c(-n2c([H])nnc2C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])c2nc([H])n([H])n2)c([H])c1[H]
Z1212723352,4,-8.34,1.0136391391442496,327.73499999999984,105.41000000000001,2.668399999999999,2,7,[H]c1nc(N([H])C([H])([H])c2nc(-c3c([H])c([H])c(Cl)c([H])c3[H])no2)c2c(n1)nc([H])n2[H]
Z168978470,6,-8.339,1.2675857753960875,307.3569999999997,85.95,3.3374000000000006,2,6,[H]c1c([H])c([H])c(OC([H])(c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])n2)C([H])([H])[H])c([H])c1[H]
Z1139476087,5,-8.333,0.7998899984979455,325.43999999999954,63.830000000000005,1.4088399999999994,2,4,[H]c1nc2c(nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])n2[H])c([H])c1[H]
Z2654643499,4,-8.333,1.2432333062662373,311.4529999999995,42.25,2.4216999999999995,2,3,[H]c1c([H])c([H])c2c([H])nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])nc2c1[H]
Z1883550081,9,-8.328,1.3610520848738883,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z2654643499,5,-8.328,0.34995649002263574,311.4529999999995,42.25,2.4216999999999995,2,3,[H]c1c([H])c([H])c2c([H])nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])nc2c1[H]
Z1212723352,5,-8.324,1.4378927893028715,327.73499999999984,105.41000000000001,2.668399999999999,2,7,[H]c1nc(N([H])C([H])([H])c2nc(-c3c([H])c([H])c(Cl)c([H])c3[H])no2)c2c(n1)nc([H])n2[H]
Z321303522,5,-8.319,1.8991925728640509,336.3909999999996,63.35,3.9780000000000024,2,3,[H]c1c([H])c(OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c1[H]
Z3006954377,4,-8.297,1.5086648681347725,319.7919999999997,67.01,3.721040000000003,2,3,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c(C([H])([H])[H])c(C([H])([H])[H])nn2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z25402869,5,-8.292,1.4568873880400446,396.5409999999998,66.91,4.567600000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nnc(SC([H])([H])C(=O)N([H])C3([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C([H])([H])C3([H])[H])s2)c([H])c1[H]
Z48858335,4,-8.286,1.9603583925989523,315.44199999999967,54.02,4.448420000000003,2,4,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2C([H])([H])[H])c([H])c1[H]
Z1657744734,8,-8.274,1.3288217816303274,310.36099999999965,88.49000000000001,2.911900000000001,2,5,[H]c1c([H])c(C(=O)N([H])c2nc([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c2c(c([H])nn2[H])c1[H]
Z990898380,9,-8.267,1.4246975893300575,314.38899999999967,86.88,2.1739999999999995,3,4,[H]c1c([H])c([H])c2c(=O)n([H])c(N([H])C([H])([H])C([H])([H])C(=O)N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2c1[H]
Z1041114218,10,-8.265,1.6144181629425216,383.4589999999997,70.07000000000001,3.490000000000002,1,7,[H]c1nc2nc(N3C([H])([H])C([H])([H])N(c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])C3([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c2nc1[H]
Z1833516258,1,-8.259,0.0,312.3979999999997,70.67,3.5326200000000005,2,4,[H]c1c([H])c([H])c2c(nc([H])n2[H])c1N([H])C(=O)c1sc(C([H])([H])C2([H])C([H])([H])C2([H])[H])nc1C([H])([H])[H]
Z1883550081,10,-8.257,1.0590834667442903,317.3559999999997,91.41000000000001,3.543520000000001,3,6,[H]c1nc(N([H])c2c([H])c([H])c(N([H])c3nc(C([H])([H])[H])nc4c3c([H])c([H])n4[H])c([H])c2[H])nc([H])c1[H]
Z321303522,7,-8.253,1.9451110983352269,336.3909999999996,63.35,3.9780000000000024,2,3,[H]c1c([H])c(OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c1[H]
Z30167053,3,-8.239,1.2551104446955337,333.3909999999997,63.25,3.5204000000000013,2,4,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H]
Z2610310359,6,-8.236,1.6122443840159582,324.38799999999964,89.96000000000001,2.3052,3,6,[H]OC([H])([H])C1([H])C([H])([H])N(c2nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c3c(n2)nc([H])n3[H])C([H])([H])C([H])([H])C1([H])[H]
Z1570962597,4,-8.235,1.5074913814391817,310.36499999999967,95.51,1.4714,2,7,[H]c1nc(N([H])C([H])([H])C2([H])C([H])([H])N(c3nc([H])c([H])c([H])n3)C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1039088436,4,-8.219,1.8628289595878813,300.4299999999995,49.25,1.2430999999999994,2,3,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c2n1
Z1673780356,9,-8.217,1.194358973232307,300.3579999999996,64.36,3.3161000000000023,1,4,[H]c1noc(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z25402869,6,-8.209,1.8822925871501244,396.5409999999998,66.91,4.567600000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nnc(SC([H])([H])C(=O)N([H])C3([H])c4c([H])c([H])c([H])c([H])c4C([H])([H])C([H])([H])C3([H])[H])s2)c([H])c1[H]
49863196,5,-8.208,1.5032989011149074,309.37299999999965,76.58000000000001,3.3740000000000014,1,5,[H]c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])nc([H])c([H])c1[H])n2[H]
Z1570962597,5,-8.206,1.4675225985171545,310.36499999999967,95.51,1.4714,2,7,[H]c1nc(N([H])C([H])([H])C2([H])C([H])([H])N(c3nc([H])c([H])c([H])n3)C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z2654643499,6,-8.204,1.7240511588175393,311.4529999999995,42.25,2.4216999999999995,2,3,[H]c1c([H])c([H])c2c([H])nc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([N+]4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])nc2c1[H]
Z57346758,3,-8.199,1.9777018003362237,310.3569999999997,79.3,2.786200000000001,3,6,[H]OC([H])([H])C([H])([H])N([H])c1nc(N([H])c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])nc2c([H])c([H])c([H])c([H])c12
Z56854611,8,-8.198,1.4989513180782972,320.3959999999997,50.28,3.5184200000000025,1,5,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1N([H])c1nc(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c2n1
Z1570962597,6,-8.197,1.0732499411127554,310.36499999999967,95.51,1.4714,2,7,[H]c1nc(N([H])C([H])([H])C2([H])C([H])([H])N(c3nc([H])c([H])c([H])n3)C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z195980060,4,-8.183,0.0,302.3539999999996,76.49000000000001,0.033500000000000585,2,4,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C(=O)OC([H])([H])[H])nc2c1[H]
Z1627224447,5,-8.178,1.1610562307916894,315.3579999999998,99.77,2.3491,3,5,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])S(=O)(=O)c2nc([H])n([H])c2[H])c([H])c1[H]
Z3006954377,5,-8.171,1.9056279418093396,319.7919999999997,67.01,3.721040000000003,2,3,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c(C([H])([H])[H])c(C([H])([H])[H])nn2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
49863194,3,-8.169,0.4991998560747182,280.3309999999997,63.690000000000005,3.3413000000000013,1,4,[H]c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])c([H])c([H])c([H])c1[H])n2[H]
Z91661383,10,-8.166,1.6366540907787233,350.3819999999997,129.04000000000002,2.18372,3,7,[H]c1c([H])c([H])c(C(=O)N([H])[H])c(OC([H])([H])c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])n2)c1[H]
Z48858335,7,-8.164,0.5079838871545942,315.44199999999967,54.02,4.448420000000003,2,4,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2C([H])([H])[H])c([H])c1[H]
49863194,4,-8.152,1.247501850541357,280.3309999999997,63.690000000000005,3.3413000000000013,1,4,[H]c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])c([H])c([H])c([H])c1[H])n2[H]
Z1139476087,6,-8.152,0.25702085667398405,325.43999999999954,63.830000000000005,1.4088399999999994,2,4,[H]c1nc2c(nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])n2[H])c([H])c1[H]
Z2611810317,6,-8.145,1.267649296757763,324.38799999999964,78.96,2.5692000000000004,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z1627224447,6,-8.144,1.4790670128071608,315.3579999999998,99.77,2.3491,3,5,[H]c1nc(N([H])c2c([H])c([H])c([H])c([H])c2[H])c(N([H])S(=O)(=O)c2nc([H])n([H])c2[H])c([H])c1[H]
Z3590543759,5,-8.144,1.9004554776015192,342.78599999999983,68.52000000000001,3.4238000000000017,1,5,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])c3nnc([H])n3c2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z646214330,10,-8.136,1.935519544628633,338.40699999999964,56.52,4.657100000000003,1,5,[H]c1c([H])c(N([H])c2nc3c([H])c([H])c([H])c([H])c3o2)c([H])c(C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
Z1013695804,9,-8.135,1.883261588071226,324.3629999999997,66.83000000000001,3.2928000000000015,1,6,[H]c1nc2nc(N([H])c3c([H])c([H])c(F)c([H])c3[H])nc(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2nc1[H]
Z2994634090,4,-8.131,1.9504156295159194,332.78699999999975,60.45,3.7847000000000017,1,4,[H]c1nc([H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])C2([H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H]
Z1887562379,3,-8.128,1.0827350105354119,310.38499999999965,76.72,0.6954999999999993,2,5,[H]c1c([H])c([H])c(-n2c([H])nnc2C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])c2nc([H])n([H])n2)c([H])c1[H]
Z1822975975,1,-8.127,0.0,385.46399999999966,86.48,4.015600000000004,1,6,[H]c1c([H])c(C(=O)N([H])C([H])(c2nc(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])no2)C([H])([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c1OC([H])([H])[H]
Z1833516258,3,-8.124,1.4191277090447556,312.3979999999997,70.67,3.5326200000000005,2,4,[H]c1c([H])c([H])c2c(nc([H])n2[H])c1N([H])C(=O)c1sc(C([H])([H])C2([H])C([H])([H])C2([H])[H])nc1C([H])([H])[H]
Z2996605995,6,-8.122,1.20676712638217,330.81499999999966,51.22,4.392940000000003,1,3,[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])c(N([H])C(=O)c2c(Cl)c([H])c([H])c([H])c2OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z1039088436,5,-8.118,1.7375135711950578,300.4299999999995,49.25,1.2430999999999994,2,3,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c2n1
Z3071600379,1,-8.112,0.0,323.37399999999974,101.14999999999999,1.0913999999999995,2,5,[H]c1c(N([H])S(=O)(=O)C([H])([H])C([H])([H])OC([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c2c(=O)n([H])c([H])nc2c1[H]
Z3006954377,6,-8.111,1.0106369697401345,319.7919999999997,67.01,3.721040000000003,2,3,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c(C([H])([H])[H])c(C([H])([H])[H])nn2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z3091154570,2,-8.111,0.0,349.3939999999997,81.92999999999999,3.8328000000000015,1,6,[H]c1nc(N([H])C(=O)c2nn(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])nc([H])c1Oc1c([H])c([H])c([H])c([H])c1[H]
76328458,7,-8.105,0.6520979341240425,323.3999999999996,89.71,3.5612000000000013,2,5,[H]c1c([H])c([H])c(-c2nc3nc(N([H])[H])nc(OC([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3n2[H])c([H])c1[H]
76328458,8,-8.105,1.0211323280036813,323.3999999999996,89.71,3.5612000000000013,2,5,[H]c1c([H])c([H])c(-c2nc3nc(N([H])[H])nc(OC([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3n2[H])c([H])c1[H]
Z321303522,8,-8.104,0.48839462817996787,336.3909999999996,63.35,3.9780000000000024,2,3,[H]c1c([H])c(OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c(N([H])C(=O)c2c([H])c3c([H])c([H])c([H])c([H])c3n2[H])c1[H]
Z1192499493,1,-8.103,0.0,303.3179999999997,93.31,1.0572,2,5,[H]c1c(N([H])C(=O)C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c2c(=O)n([H])c([H])nc2c1[H]
Z1822975975,2,-8.103,1.035395985974076,385.46399999999966,86.48,4.015600000000004,1,6,[H]c1c([H])c(C(=O)N([H])C([H])(c2nc(C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])no2)C([H])([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c([H])c1OC([H])([H])[H]
Z1463055422,4,-8.097,0.9452404092386144,318.37299999999965,90.65,1.2396999999999994,2,4,[H]c1c([H])c([H])c(C(=O)N([H])C2(C(=O)N([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z195980060,5,-8.094,1.4595530570486173,302.3539999999996,76.49000000000001,0.033500000000000585,2,4,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C(=O)OC([H])([H])[H])nc2c1[H]
Z2613622720,8,-8.089,1.3169518653274686,328.3509999999998,78.96000000000001,2.2712000000000003,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])OC([H])(C([H])([H])F)C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z3590543759,6,-8.083,0.9109314034779306,342.78599999999983,68.52000000000001,3.4238000000000017,1,5,[H]c1c([H])c(Cl)c(C(=O)N([H])c2c([H])c([H])c3nnc([H])n3c2[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
76328458,9,-8.081,1.3789621858935839,323.3999999999996,89.71,3.5612000000000013,2,5,[H]c1c([H])c([H])c(-c2nc3nc(N([H])[H])nc(OC([H])([H])C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3n2[H])c([H])c1[H]
Z1127203562,8,-8.08,1.4471314492694414,342.44299999999964,78.09,3.0333000000000014,2,3,[H]c1c([H])c([H])c2c(=O)n([H])c(C([H])([H])N(C(=O)N([H])C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])nc2c1[H]
5329520,1,-8.075,0.0,255.2810000000001,89.71,1.5566,2,5,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])Oc2nc(N([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z2610310359,7,-8.064,1.158434220291939,324.38799999999964,89.96000000000001,2.3052,3,6,[H]OC([H])([H])C1([H])C([H])([H])N(c2nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])c3c(n2)nc([H])n3[H])C([H])([H])C([H])([H])C1([H])[H]
Z1463055422,5,-8.062,1.4934793970453843,318.37299999999965,90.65,1.2396999999999994,2,4,[H]c1c([H])c([H])c(C(=O)N([H])C2(C(=O)N([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z1212723352,7,-8.061,0.7355290654792088,327.73499999999984,105.41000000000001,2.668399999999999,2,7,[H]c1nc(N([H])C([H])([H])c2nc(-c3c([H])c([H])c(Cl)c([H])c3[H])no2)c2c(n1)nc([H])n2[H]
Z1198960055,7,-8.053,0.8104164971214891,322.3639999999997,67.43,3.2223000000000015,2,3,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C(=O)N3[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
Z2611810317,7,-8.047,1.0334886890078296,324.38799999999964,78.96,2.5692000000000004,2,6,[H]c1c([H])c([H])c(N([H])c2nc(N3C([H])([H])C([H])([H])C([H])(C([H])([H])OC([H])([H])[H])C3([H])[H])nc3nc([H])n([H])c23)c([H])c1[H]
Z1587211729,1,-8.038,0.0,303.3469999999998,100.63,1.238699999999999,2,6,[H]c1nc(N([H])C([H])([H])C([H])([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c2c(n1)nc([H])n2[H]
Z1570962597,10,-8.036,0.63588023445696,310.36499999999967,95.51,1.4714,2,7,[H]c1nc(N([H])C([H])([H])C2([H])C([H])([H])N(c3nc([H])c([H])c([H])n3)C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc([H])n2[H]
Z1139476087,9,-8.035,1.3214738508752002,325.43999999999954,63.830000000000005,1.4088399999999994,2,4,[H]c1nc2c(nc(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])n2[H])c([H])c1[H]
Z4122330572,3,-8.027,0.0,356.4499999999996,84.91000000000001,1.5255999999999985,3,6,[H]c1nc(N([H])c2c([H])c([H])c(OC3([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2[H])nc(N([H])C2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c1[H]
Z48858335,8,-8.026,1.4557925628764126,315.44199999999967,54.02,4.448420000000003,2,4,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])nc2C([H])([H])[H])c([H])c1[H]
Z1646104587,5,-8.02,1.2390914913754385,362.43299999999965,69.03999999999999,3.9139000000000026,1,5,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2OC([H])([H])c2nnc(C3([H])C([H])([H])C([H])([H])C3([H])[H])n2C([H])([H])[H])c([H])c1[H]
Z352550402,10,-8.014,0.9920787330432764,309.3289999999997,91.93,2.5657999999999994,3,5,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c(OC([H])([H])C(=O)N([H])c3nnc([H])n3[H])c([H])c2[H])c([H])c1[H]
Z48861625,1,-8.011,0.0,353.44699999999966,63.25,4.8461200000000035,2,5,[H]c1c([H])c([H])c(N([H])C(=O)c2sc(N([H])c3c([H])c([H])c(OC([H])([H])C([H])([H])[H])c([H])c3[H])nc2C([H])([H])[H])c([H])c1[H]
Z30167053,5,-8.01,1.9046834827717603,333.3909999999997,63.25,3.5204000000000013,2,4,[H]c1nc([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(N([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c1[H]
Z1587211729,2,-7.997,1.7792653135418188,303.3469999999998,100.63,1.238699999999999,2,6,[H]c1nc(N([H])C([H])([H])C([H])([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c2c(n1)nc([H])n2[H]
Z646130978,7,-7.996,1.4949943743704528,326.3599999999997,96.03,1.4319999999999995,2,6,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c2[H])c2c(n1)nc([H])n2[H]
Z4122330572,4,-7.995,1.6076924584050416,356.4499999999996,84.91000000000001,1.5255999999999985,3,6,[H]c1nc(N([H])c2c([H])c([H])c(OC3([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c2[H])nc(N([H])C2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])c1[H]
Z1887562379,6,-7.991,1.436822507245855,310.38499999999965,76.72,0.6954999999999993,2,5,[H]c1c([H])c([H])c(-n2c([H])nnc2C([H])([H])[N+]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])c2nc([H])n([H])n2)c([H])c1[H]
Z646130978,8,-7.988,1.5576843678515195,326.3599999999997,96.03,1.4319999999999995,2,6,[H]c1nc(N([H])C([H])([H])c2c([H])c([H])c([H])c(OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c2[H])c2c(n1)nc([H])n2[H]
Z168978470,10,-7.985,1.2708428383455763,307.3569999999997,85.95,3.3374000000000006,2,6,[H]c1c([H])c([H])c(OC([H])(c2nc(N([H])[H])nc(N([H])c3c([H])c([H])c([H])c([H])c3[H])n2)C([H])([H])[H])c([H])c1[H]
Z195569274,7,-7.985,1.7233025727477138,378.4639999999997,110.17999999999999,0.4535000000000009,3,8,[H]c1nc(N2C([H])([H])C([H])([H])[N+]([H])(C([H])(c3nc(N([H])[H])nc(N([H])c4c([H])c([H])c([H])c([H])c4[H])n3)C([H])([H])[H])C([H])([H])C2([H])[H])nc([H])c1[H]
49863196,7,-7.977,0.9875211570281105,309.37299999999965,76.58000000000001,3.3740000000000014,1,5,[H]c1nc(OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])nc([H])c([H])c1[H])n2[H]
Z1198960055,8,-7.974,1.3883945347965758,322.3639999999997,67.43,3.2223000000000015,2,3,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])C(=O)N3[H])c(OC([H])([H])C2([H])C([H])([H])C2([H])[H])c1[H]
49863194,5,-7.967,1.523075323400306,280.3309999999997,63.690000000000005,3.3413000000000013,1,4,[H]c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])c([H])c([H])c([H])c1[H])n2[H]
Z1039088436,6,-7.961,1.4828947747845236,300.4299999999995,49.25,1.2430999999999994,2,3,[H]c1nc(N2C([H])([H])C([H])([H])C([H])(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c2c([H])c([H])n([H])c2n1
Z1192499493,2,-7.96,1.6600057750378636,303.3179999999997,93.31,1.0572,2,5,[H]c1c(N([H])C(=O)C([H])([H])OC([H])([H])C2([H])OC([H])([H])C([H])([H])C2([H])[H])c([H])c2c(=O)n([H])c([H])nc2c1[H]
49863194,6,-7.958,1.4852985906297616,280.3309999999997,63.690000000000005,3.3413000000000013,1,4,[H]c1nc(OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c2c(n1)nc(-c1c([H])c([H])c([H])c([H])c1[H])n2[H]
Z1657744734,9,-7.958,1.4088784807542234,310.36099999999965,88.49000000000001,2.911900000000001,2,5,[H]c1c([H])c(C(=O)N([H])c2nc([H])n(C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n2)c2c(c([H])nn2[H])c1[H]
